Name,Time,Cost,Resource,Image
Elixir Storage 4,900,3000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/e6/Elixir_Storage4.png
Elixir Storage 5,1800,6000,Gold,https://static.wikia.nocookie.net/clashofclans/images/c/ce/Elixir_Storage5.png
Elixir Storage 6,3600,12000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/eb/Elixir_Storage6.png
Elixir Storage 7,7200,25000,Gold,https://static.wikia.nocookie.net/clashofclans/images/8/8c/Elixir_Storage7.png
Elixir Storage 8,10800,50000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/74/Elixir_Storage8.png
Elixir Storage 9,14400,100000,Gold,https://static.wikia.nocookie.net/clashofclans/images/6/65/Elixir_Storage9.png
Elixir Storage 10,18000,250000,Gold,https://static.wikia.nocookie.net/clashofclans/images/2/2c/Elixir_Storage10.png
Elixir Storage 11,21600,500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/3/3b/Elixir_Storage11.png
Elixir Storage 12,43200,1000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/2/2b/Elixir_Storage12.png
Elixir Storage 13,64800,1800000,Gold,https://static.wikia.nocookie.net/clashofclans/images/c/cb/Elixir_Storage13.png
Elixir Storage 14,86400,2800000,Gold,https://static.wikia.nocookie.net/clashofclans/images/1/1e/Elixir_Storage14.png
Elixir Storage 15,172800,3000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/6/6a/Elixir_Storage15.png
Elixir Storage 16,259200,4000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a0/Elixir_Storage16.png
Elixir Storage 17,345600,5500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/94/Elixir_Storage17.png
Elixir Storage 18,432000,10000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/c/cc/Elixir_Storage18.png
Elixir Storage 19,1080000,18000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/08/Elixir_Storage19.png
Gold Storage 1,10,300,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4f/Gold_Storage1.png
Gold Storage 2,120,750,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f0/Gold_Storage2.png
Gold Storage 3,300,1500,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/09/Gold_Storage3.png
Gold Storage 4,900,3000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7c/Gold_Storage4.png
Gold Storage 5,1800,6000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/62/Gold_Storage5.png
Gold Storage 6,3600,12000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/36/Gold_Storage6.png
Gold Storage 7,7200,25000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/bd/Gold_Storage7.png
Gold Storage 8,10800,50000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/05/Gold_Storage8.png
Gold Storage 9,14400,100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/86/Gold_Storage9.png
Gold Storage 10,18000,250000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Gold_Storage10.png
Gold Storage 11,21600,500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5f/Gold_Storage11.png
Gold Storage 12,43200,1000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8b/Gold_Storage12.png
Gold Storage 13,64800,1800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/15/Gold_Storage13.png
Gold Storage 14,86400,2800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/67/Gold_Storage14.png
Gold Storage 15,172800,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Gold_Storage15.png
Gold Storage 16,259200,4000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/2f/Gold_Storage16.png
Gold Storage 17,345600,5500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7c/Gold_Storage17.png
Gold Storage 18,432000,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b7/Gold_Storage18.png
Gold Storage 19,1080000,18000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/74/Gold_Storage19.png
Dark Elixir Storage 1,28800,250000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1a/Dark_Elixir_Storage1.png
Dark Elixir Storage 2,57600,500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/cd/Dark_Elixir_Storage2.png
Dark Elixir Storage 3,86400,1000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c1/Dark_Elixir_Storage3.png
Dark Elixir Storage 4,129600,1500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b2/Dark_Elixir_Storage4.png
Dark Elixir Storage 5,144000,2000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/07/Dark_Elixir_Storage5.png
Dark Elixir Storage 6,172800,2400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Dark_Elixir_Storage6.png
Dark Elixir Storage 7,259200,3800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/90/Dark_Elixir_Storage7.png
Dark Elixir Storage 8,259200,5400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1d/Dark_Elixir_Storage8.png
Dark Elixir Storage 9,345600,6600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/96/Dark_Elixir_Storage9.png
Dark Elixir Storage 10,388800,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/6c/Dark_Elixir_Storage10.png
Dark Elixir Storage 11,432000,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Dark_Elixir_Storage11.png
Dark Elixir Storage 12,604800,16000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/41/Dark_Elixir_Storage12.png
Dark Elixir Storage 13,1123200,25000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/6c/Dark_Elixir_Storage13.png
Elixir Collector 1,5,150,Gold,https://static.wikia.nocookie.net/clashofclans/images/5/5e/Elixir_Collector1.png
Elixir Collector 2,15,300,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/05/Elixir_Collector2.png
Elixir Collector 3,60,700,Gold,https://static.wikia.nocookie.net/clashofclans/images/6/6d/Elixir_Collector3.png
Elixir Collector 4,120,1400,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/95/Elixir_Collector4.png
Elixir Collector 5,300,3500,Gold,https://static.wikia.nocookie.net/clashofclans/images/4/44/Elixir_Collector5.png
Elixir Collector 6,900,7000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/07/Elixir_Collector6.png
Elixir Collector 7,1800,14000,Gold,https://static.wikia.nocookie.net/clashofclans/images/3/35/Elixir_Collector7.png
Elixir Collector 8,3600,28000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/fc/Elixir_Collector8.png
Elixir Collector 9,5400,56000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/79/Elixir_Collector9.png
Elixir Collector 10,7200,75000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/f0/Elixir_Collector10.png
Elixir Collector 11,10800,85000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/9f/Elixir_Collector11.png
Elixir Collector 12,14400,170000,Gold,https://static.wikia.nocookie.net/clashofclans/images/4/4f/Elixir_Collector12.png
Elixir Collector 13,18000,400000,Gold,https://static.wikia.nocookie.net/clashofclans/images/1/12/Elixir_Collector13.png
Elixir Collector 14,21600,800000,Gold,https://static.wikia.nocookie.net/clashofclans/images/4/49/Elixir_Collector14.png
Elixir Collector 15,36000,1200000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/7f/Elixir_Collector15.png
Elixir Collector 16,86400,2000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/b/b9/Elixir_Collector16.png
Elixir Collector 17,172800,8000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/03/Elixir_Collector17.png
Elixir Collector 18,172800,1700000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/03/Elixir_Collector17.png
Elixir Collector 19,259200,1500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/03/Elixir_Collector17.png
Elixir Collector 20,345600,1300000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/03/Elixir_Collector17.png
Gold Mine 1,5,150,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/bf/Gold_Mine1.png
Gold Mine 2,15,300,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/55/Gold_Mine2.png
Gold Mine 3,60,700,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e4/Gold_Mine3.png
Gold Mine 4,120,1400,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Gold_Mine4.png
Gold Mine 5,300,3500,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1a/Gold_Mine5.png
Gold Mine 6,900,7000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/86/Gold_Mine6.png
Gold Mine 7,1800,14000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/11/Gold_Mine7.png
Gold Mine 8,3600,28000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/52/Gold_Mine8.png
Gold Mine 9,5400,56000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/bf/Gold_Mine9.png
Gold Mine 10,7200,75000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/eb/Gold_Mine10.png
Gold Mine 11,10800,100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/0d/Gold_Mine11.png
Gold Mine 12,14400,200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4d/Gold_Mine12.png
Gold Mine 13,18000,400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b9/Gold_Mine13.png
Gold Mine 14,21600,800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/bd/Gold_Mine14.png
Gold Mine 15,36000,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8c/Gold_Mine15.png
Gold Mine 16,86400,2000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/58/Gold_Mine16.png
Gold Mine 17,172800,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/71/Gold_Mine17.png
Gold Mine 18,172800,1700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/71/Gold_Mine17.png
Gold Mine 19,259200,1500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/71/Gold_Mine17.png
Gold Mine 20,345600,1300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/71/Gold_Mine17.png
Dark Elixir Drill 1,14400,180000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d9/Dark_Elixir_Drill1.png
Dark Elixir Drill 2,21600,270000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7f/Dark_Elixir_Drill2.png
Dark Elixir Drill 3,43200,540000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Dark_Elixir_Drill3.png
Dark Elixir Drill 4,64800,900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/cc/Dark_Elixir_Drill4.png
Dark Elixir Drill 5,86400,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a0/Dark_Elixir_Drill5.png
Dark Elixir Drill 6,129600,1800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d8/Dark_Elixir_Drill6.png
Dark Elixir Drill 7,151200,2100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d7/Dark_Elixir_Drill7.png
Dark Elixir Drill 8,172800,2400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1e/Dark_Elixir_Drill8.png
Dark Elixir Drill 9,216000,3700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/58/Dark_Elixir_Drill9.png
Dark Elixir Drill 10,259200,5300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/10/Dark_Elixir_Drill10.png
Dark Elixir Drill 11,518400,12000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b8/Dark_Elixir_Drill11.png
Dark Elixir Drill 12,259200,5100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b8/Dark_Elixir_Drill11.png
Dark Elixir Drill 13,345600,4500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b8/Dark_Elixir_Drill11.png
Dark Elixir Drill 14,432000,3900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b8/Dark_Elixir_Drill11.png
Helper Hut 1,0,1000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/93/Helper_Hut.png
Army Camp 1,60,200,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/79/Army_Camp1.png
Army Camp 2,300,2000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/92/Army_Camp2.png
Army Camp 3,1800,10000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/ce/Army_Camp3.png
Army Camp 4,7200,100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e0/Army_Camp4.png
Army Camp 5,21600,250000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/dc/Army_Camp5.png
Army Camp 6,43200,500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/68/Army_Camp6.png
Army Camp 7,172800,1500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/fb/Army_Camp7.png
Army Camp 8,259200,2500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/be/Army_Camp8.png
Army Camp 9,302400,4200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Army_Camp9.png
Army Camp 10,345600,4500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1d/Army_Camp10.png
Army Camp 11,432000,7500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/21/Army_Camp11.png
Army Camp 12,518400,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/19/Army_Camp12.png
Army Camp 13,648000,17000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d3/Army_Camp13.png
Army Camp 14,1296000,26000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c6/Army_Camp14.png
Barracks 1,10,100,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/2c/Barracks1.png
Barracks 2,15,500,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f0/Barracks2.png
Barracks 3,120,2500,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/54/Barracks3.png
Barracks 4,1800,5000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/84/Barracks4.png
Barracks 5,7200,20000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/66/Barracks5.png
Barracks 6,14400,120000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4c/Barracks6.png
Barracks 7,21600,270000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/29/Barracks7.png
Barracks 8,43200,600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/85/Barracks8.png
Barracks 9,86400,1000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/39/Barracks9.png
Barracks 10,129600,1400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/6a/Barracks10.png
Barracks 11,172800,2600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/89/Barracks11.png
Barracks 12,345600,3700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f4/Barracks12.png
Barracks 13,432000,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d5/Barracks13.png
Barracks 14,518400,7000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/41/Barracks14.png
Barracks 15,604800,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/0c/Barracks15.png
Barracks 16,648000,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/21/Barracks16.png
Barracks 17,691200,12600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4e/Barracks17.png
Barracks 18,777600,15000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b5/Barracks18.png
Barracks 19,907200,26000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/41/Barracks19.png
Clan Castle 1,0,2500,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4f/Clan_Castle1.png
Clan Castle 2,7200,50000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/40/Clan_Castle2.png
Clan Castle 3,43200,600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/14/Clan_Castle3.png
Clan Castle 4,86400,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9c/Clan_Castle4.png
Clan Castle 5,129600,2000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/11/Clan_Castle5.png
Clan Castle 6,172800,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/59/Clan_Castle6.png
Clan Castle 7,259200,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/92/Clan_Castle7.png
Clan Castle 8,345600,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5e/Clan_Castle8.png
Clan Castle 9,518400,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5d/Clan_Castle9.png
Clan Castle 10,604800,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5a/Clan_Castle10.png
Clan Castle 11,691200,12000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Clan_Castle11.png
Clan Castle 12,777600,14500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/0b/Clan_Castle12.png
Clan Castle 13,864000,19000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/72/Clan_Castle13.png
Clan Castle 14,1209600,28000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/db/Clan_Castle14.png
Laboratory 1,60,5000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/36/Laboratory1.png
Laboratory 2,1800,25000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/49/Laboratory2.png
Laboratory 3,7200,50000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/63/Laboratory3.png
Laboratory 4,14400,100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/43/Laboratory4.png
Laboratory 5,28800,200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d6/Laboratory5.png
Laboratory 6,57600,400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9c/Laboratory6.png
Laboratory 7,86400,800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f1/Laboratory7.png
Laboratory 8,151200,1300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b8/Laboratory8.png
Laboratory 9,237600,2100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/58/Laboratory9.png
Laboratory 10,345600,3800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a7/Laboratory10.png
Laboratory 11,518400,5500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a2/Laboratory11.png
Laboratory 12,604800,8100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/27/Laboratory12.png
Laboratory 13,691200,10800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/62/Laboratory13.png
Laboratory 14,777600,13000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9b/Laboratory14.png
Laboratory 15,864000,18000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7a/Laboratory15.png
Laboratory 16,1382400,27000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Laboratory16.png
Hero Hall 1,3600,30000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/57/Hero_Hall1.png
Hero Hall 2,172800,1600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/49/Hero_Hall2.png
Hero Hall 3,259200,2300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/48/Hero_Hall3.png
Hero Hall 4,345600,2500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/ca/Hero_Hall4.png
Hero Hall 5,388800,4500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/3c/Hero_Hall5.png
Hero Hall 6,432000,5500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1b/Hero_Hall6.png
Hero Hall 7,518400,8500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/6f/Hero_Hall7.png
Hero Hall 8,561600,9500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/df/Hero_Hall8.png
Hero Hall 9,604800,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4d/Hero_Hall9.png
Hero Hall 10,691200,13000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hero_Hall10.png
Hero Hall 11,777600,17000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/eb/Hero_Hall11.png
Hero Hall 12,1166400,26000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ed/Hero_Hall12.png
Dark Barracks 1,28800,170000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f6/Dark_Barracks1.png
Dark Barracks 2,86400,500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/dd/Dark_Barracks2.png
Dark Barracks 3,129600,800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f0/Dark_Barracks3.png
Dark Barracks 4,172800,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1e/Dark_Barracks4.png
Dark Barracks 5,216000,2200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/60/Dark_Barracks5.png
Dark Barracks 6,259200,2900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/54/Dark_Barracks6.png
Dark Barracks 7,432000,4000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b4/Dark_Barracks7.png
Dark Barracks 8,518400,7000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/30/Dark_Barracks8.png
Dark Barracks 9,604800,7200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c5/Dark_Barracks9.png
Dark Barracks 10,648000,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c9/Dark_Barracks10.png
Dark Barracks 11,691200,12000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b1/Dark_Barracks11.png
Dark Barracks 12,777600,20000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/04/Dark_Barracks12.png
Dark Barracks 13,864000,23000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1e/Dark_Barracks13.png
Spell Factory 1,21600,150000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/ca/Spell_Factory1.png
Spell Factory 2,43200,300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/07/Spell_Factory2.png
Spell Factory 3,86400,600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/af/Spell_Factory3.png
Spell Factory 4,172800,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/42/Spell_Factory4.png
Spell Factory 5,259200,2000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4c/Spell_Factory5.png
Spell Factory 6,432000,3500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c1/Spell_Factory6.png
Spell Factory 7,604800,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/aa/Spell_Factory7.png
Spell Factory 8,691200,14000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b7/Spell_Factory8.png
Spell Factory 9,777600,24000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9c/Spell_Factory9.png
Dark Spell Factory 1,21600,130000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/3e/Dark_Spell_Factory1.png
Dark Spell Factory 2,43200,260000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Dark_Spell_Factory2.png
Dark Spell Factory 3,172800,600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Dark_Spell_Factory3.png
Dark Spell Factory 4,259200,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/cf/Dark_Spell_Factory4.png
Dark Spell Factory 5,432000,2500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/27/Dark_Spell_Factory5.png
Dark Spell Factory 6,518400,4000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/06/Dark_Spell_Factory6.png
Dark Spell Factory 7,604800,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/81/Dark_Spell_Factory7.png
Dark Spell Factory 8,864000,18000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/93/Dark_Spell_Factory8.png
Blacksmith 1,43200,600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/18/Blacksmith1.png
Blacksmith 2,86400,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/18/Blacksmith1.png
Blacksmith 3,172800,2300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b2/Blacksmith3.png
Blacksmith 4,259200,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/b/b2/Blacksmith3.png
Blacksmith 5,345600,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9d/Blacksmith5.png
Blacksmith 6,388800,6200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9d/Blacksmith5.png
Blacksmith 7,432000,9200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Blacksmith7.png
Blacksmith 8,518400,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Blacksmith7.png
Blacksmith 9,604800,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e8/Blacksmith9.png
Blacksmith 10,864000,18000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e8/Blacksmith9.png
Workshop 1,172800,2400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/84/Workshop1.png
Workshop 2,259200,3700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e1/Workshop2.png
Workshop 3,302400,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/28/Workshop3.png
Workshop 4,345600,8700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ec/Workshop4.png
Workshop 5,432000,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1b/Workshop5.png
Workshop 6,475200,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/18/Workshop6.png
Workshop 7,518400,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/4/4c/Workshop7.png
Workshop 8,604800,13000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/6/6d/Workshop8.png
Workshop 9,1166400,26000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8c/Workshop9.png
Pet House 1,86400,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/21/Pet_House1.png
Pet House 2,172800,4000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/9d/Pet_House2.png
Pet House 3,259200,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c5/Pet_House3.png
Pet House 4,302400,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/34/Pet_House4.png
Pet House 5,345600,7000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Pet_House5.png
Pet House 6,388800,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/1b/Pet_House6.png
Pet House 7,432000,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d4/Pet_House7.png
